near_duplicate_group,source_id,representative_path,sha256,family_assessment,title
NDG-005,SRC-0020,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/06-data-acquisition.md,63fc5811f7f02929560d037de8b36c7202819fbfb330249a3892e1f1e8f95030,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0097,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/06-data-acquisition.md,7269a2e9020715297493b443fa1b9a8a4b8efce7df87848d80021984551a7b31,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0188,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/06-data-acquisition.md,bc92ee668e58562aac01fad4ece269eabe5222126de0a75d4ca3d477d09af9c5,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0290,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,8cc1e158b5e3933b3f96f6e4aafbcf679c92643593b5c9d04825618171f8e84d,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0347,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,76536eafd60713e17a90b1d1a9dff9a068fed4d40d95c94c7e61514386381eac,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0461,StudyNexus-V4.6-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,3a6066c6092f69cb9746a4705c9487f8cd8324d17e88ccb5398e586b63f0f876,SAME_SUBJECT_EVOLVED_CONTENT,Data Acquisition & Ingestion Pipeline
NDG-005,SRC-0510,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/30-data-acquisition-pipeline.md,18c7c1d07abf6b1f66eb4a5a234f462335bc293f2356bc00e410b1a670e28c69,SAME_SUBJECT_EVOLVED_CONTENT,Document 30: Data Acquisition & Ingestion Pipeline
NDG-006,SRC-0183,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/01-business.md,a1c875f43f482658f042121d96d6c0d69e58738fe1208ad48c6c22a8e5f3b4f9,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Business (Canonical)
NDG-006,SRC-0513,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md,c0248291bdda23d03f2a592dd036864f15f9c7cdb47bce869fad5dd8198e7e01,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Business (Canonical)
NDG-007,SRC-0016,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/02-decisions.md,76c0f232402e5e1e5b0cc901c2c8e97abf0b5c53130aa81a907833fb984b38a8,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Decisions & Architecture Decision Records
NDG-007,SRC-0093,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/02-decisions.md,b20f567391416ae3be450b10014418c61a794ca1e42e9a1556d802578f2e9535,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Decisions & Architecture Decision Records
NDG-007,SRC-0184,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/02-decisions.md,7c15d7598ed812de24a62e50c4845cbe2040e2d96f451eb776eafdebcdf9be8f,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Decisions & Architecture Decision Records
NDG-007,SRC-0286,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md,09d61d48aa048c4b7c6ab9f733ef1b767935cfde024f9d62711d3e91245222da,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Decisions & Architecture Decision Records
NDG-007,SRC-0514,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md,4d5de0b686f3ec3c26813900553e292044f4693f2b7a376dd35aef7bd528e6a9,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Decisions & Architecture Decision Records
NDG-008,SRC-0017,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/03-domain.md,8d345a616b453b1321e45d2612276751045f554efc22f912a7bd2e23ca9cb7c8,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Domain Model
NDG-008,SRC-0094,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/03-domain.md,e6f73f2f4f1d02893cc4f30c9ab3fe58d37d5b32620d1a9f94476616031d2e8b,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Domain Model
NDG-008,SRC-0185,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/03-domain.md,14ddee79a34c0dc3d1f1eecc89d5383f6ad16ddebda0a3256c8af1b9dcd2d3f3,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Domain Model
NDG-008,SRC-0287,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md,ae3884330189a44797690b28c25d4893fc724f612edcf244c33b649bf86d58de,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Domain Model
NDG-008,SRC-0515,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md,94bbfd8c5cc2af4e77ad4fdbfcc095de56f4295870a9fc5210edee898c40622e,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Domain Model
NDG-009,SRC-0018,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/04-architecture.md,1723c4f467d545d5f015b9aea6ed3167a7506c92b9350bcd3fa56ba5d0c6319a,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-009,SRC-0095,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/04-architecture.md,6d3e3cac4ce081f68f15886bf57441ab250ba8f563f1e16a9443d1fe8d1565ed,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-009,SRC-0186,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/04-architecture.md,ae09767ab9ee38855d23c50ed3734f0bf644de7f2265ddcedac3913d535b3b6a,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-009,SRC-0231,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,86f7c911d708546e42481e2831a7529bbaa529f6ca3e9432fa6194b9730229cb,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-009,SRC-0288,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,2e4de7f0386af59074116d114a600969352d1c246af05385bdfba7ac9b88cc24,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-009,SRC-0516,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,c58eda96b628e4a8442cefd339e1ebf59c05faaafb7b44b3cbf1e041d66fb8e7,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Architecture
NDG-010,SRC-0096,StudyNexus-Independent-Audit-Package-v4/01-CANONICAL/05-implementation.md,4dc1c0ce740e3ccf8c15762a5a353bff3072bf1b5df6116a0dda2469c2ad4f69,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-010,SRC-0232,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,c88ede21c0c085ee162e6f8f2c6ad621950766aa68146c429340cd3552ba8641,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-010,SRC-0289,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,17021ba7a48f27c602b2bbedc75b7d169dbe81961c723974a025e3ad000ecce6,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-010,SRC-0346,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,d8922de90048557b427c2f35457fea1ee4afde926b20b32ff185050f11589acb,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-010,SRC-0460,StudyNexus-V4.6-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,3f9e2e31514f0376340910e3216914fe128ec8e78752f0d8bc4a10078daedb48,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-010,SRC-0517,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,124e46a6f0a348d48a7841917c693e726eb6a2e300ce23e30b9682dba9ec9e79,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-011,SRC-0111,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,5a62bf40af2041a22ac3f5169e34455dc005ff032aed66ad0b5195fdd304431c,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Adversarial Decision Review
NDG-011,SRC-0292,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,b73286d559ef25d3c76adc091092b4e1fec24f4ef8352a391c91acd73db45021,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Adversarial Decision Review
NDG-011,SRC-0520,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,3cc4fc3264b786c37b2c4825da0d84f1aea1f2f551d6b31d4582254a5725fa09,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Adversarial Decision Review
NDG-012,SRC-0113,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Canonical Amendment Report
NDG-012,SRC-0521,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-AMENDMENT-REPORT.md,4a3a53be6828a54fe90b606464001764e47e4e1903750cf4d2aa0fa99880b71a,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Canonical Amendment Report
NDG-013,SRC-0115,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,0939f0c1a439373453ff4cb26ceecbaf53f3fe65efda48820973acdc758c97a2,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Canonical Consistency Audit (Post-Amendment)
NDG-013,SRC-0294,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,b244f0578243c27193a583d884806b6a001a2f47a692b160cfc7a07c7f35d482,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Canonical Consistency Audit (Post-Amendment)
NDG-013,SRC-0522,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,c651b051635582e0006d8d4f0b39f25a115311d357fa96a73462451c6f3e4fbb,SAME_SUBJECT_EVOLVED_CONTENT,"StudyNexus — Canonical Consistency Audit (Post-Amendment, V4.6 Corrected)"
NDG-014,SRC-0116,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,3349b8b317edc674d09dbc14dcc3d05d453c401f6b5408b84a1c0799c032aeea,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Canonical Update Report
NDG-014,SRC-0295,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,969405471e70428a343fa87c94f939130e87ed983b62ab893b94e8b321ac063c,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Canonical Update Report
NDG-014,SRC-0523,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,22925df4c766bd8975775346abaad638ed5a729b225301261a616eb6184d30f7,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Canonical Update Report
NDG-015,SRC-0117,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/DISCOVERY-CLOSURE.md,38a7fd221b4773f59b70b868c985d6ae350497f34aae105a91c968d614884cb1,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Final Discovery Closure & Implementation Readiness Gate
NDG-015,SRC-0296,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,16ce463b7c9c047d0215a24f96ce70b1762e50e4369128e45d5e6cf878a2c18b,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Final Discovery Closure & Implementation Readiness Gate
NDG-015,SRC-0524,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,8acd5756b60be03b9a02c644de402a8a03423a9a75ef2f0ee4847777b95bad34,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Final Discovery Closure & Implementation Readiness Gate
NDG-016,SRC-0121,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Final Targeted Schema + Provenance Hostile Review
NDG-016,SRC-0526,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,dd548b4e4c14b53d17c6c0f32bd75200429e6abbf8ad4a387f2ed2ca02076bfa,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Final Targeted Schema + Provenance Hostile Review
NDG-017,SRC-0122,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,ESSENTIALLY_SAME_DOCUMENT,Foundational Decisions — Adversarial Review
NDG-017,SRC-0527,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,b5dc4c2b36a9024f90d6e8478cdbac48c1b2372a17e657d91c48e5161ecfe77f,ESSENTIALLY_SAME_DOCUMENT,Foundational Decisions — Adversarial Review
NDG-018,SRC-0123,StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,ESSENTIALLY_SAME_DOCUMENT,Foundational Decisions Brief
NDG-018,SRC-0300,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,780280921a57f5f094584c80852f510fbaafb3da3deaa9462cdfb7e592fe5abd,ESSENTIALLY_SAME_DOCUMENT,Foundational Decisions Brief
NDG-018,SRC-0528,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,30d620813f307d76dcb1363c540a74b0f30f30b964bb4bb0603bb722234b7a10,ESSENTIALLY_SAME_DOCUMENT,Foundational Decisions Brief
NDG-019,SRC-0099,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,a1b3e5dd59e48a7ab173bd3139020be51428c335990f5148fc2fd76dd694e9ba,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — First Vertical Slice Visual UI Specification
NDG-019,SRC-0532,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md,2c66d139ce0bff533a1d7f8ca6c81d9e660569af588662259e39455abbcc8167,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — First Vertical Slice Visual UI Specification
NDG-020,SRC-0100,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,9bab280b9983c6225af616da0de7a8a66a042bdb701b6141466eda8bc33b928b,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — First Vertical Slice UX Specification
NDG-020,SRC-0305,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,74fc59c6ccf6b08a7ea9265d7f845395fc78f3d8ac47d9b89a3a5a7a129bff46,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — First Vertical Slice UX Specification
NDG-020,SRC-0533,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,9747623996b802eb4e368e3c99d7a0f687887a6d9f268fce7dea4ea68bef81ec,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — First Vertical Slice UX Specification
NDG-021,SRC-0101,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,2a6c92175b94cc4936591ac321fb357e4878c885d18c651051eeb8863e7158f5,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience Architecture
NDG-021,SRC-0306,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,829ae23a3ae3589a04952068b99fdb223ebc6d1bfdc3f1c33214bbdbd79e6184,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience Architecture
NDG-021,SRC-0534,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,ff219379f7e9adf5ae7ea10c2c214080884ff263e8c8532bf33023e555a9fd6a,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience Architecture
NDG-022,SRC-0102,StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,c1b7d7aeec13283a87a4104c37d43cd1a686b9bced49dc6fe10f012f30b29d34,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience & UI/UX Discovery Report
NDG-022,SRC-0307,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,cff3b2ea4409afa97af6c4f7778f49e8c13ce6a50eddde4b32d423ec6dc091e6,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience & UI/UX Discovery Report
NDG-022,SRC-0535,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,3a29c765bf52fc7a7058010094c85956efe3e9f9a3b97d2b093fb32db2d927ea,ESSENTIALLY_SAME_DOCUMENT,StudyNexus — Product Experience & UI/UX Discovery Report
NDG-023,SRC-0019,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/05-implementation.md,0ef8b6a5470ecc13f27170c25b10ff3116313017cd504a524c4f80cc8985fe3a,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-023,SRC-0187,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/canonical/05-implementation.md,76eb73df71a732878a9b4da098b4e713a7285131651b92d69643fb598feb1e70,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus -- Implementation Blueprint
NDG-024,SRC-0081,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,669b8059531d38761bb9a4308037590090d299f41049e4dfacec6997d74823e6,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-024,SRC-0145,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,83d306f7bdf21ace0f44920e572ce82ae14a7b641ac863b6f7a3a9e407473c9f,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-025,SRC-0245,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,59bf727f59079413e9f84e9185beaaac86b2ee7425571003af20a7ad97e34450,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-025,SRC-0302,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,b5afcb3d91c5b3b505007b0131042e6f8e16f49d25d739e08823d40c821acac4,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-025,SRC-0359,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,71d64fd1ee594501407b1619aa08e55fa0199e4e8f42506e77c4d2bc2883091c,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-025,SRC-0416,StudyNexus-V4.5-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,1ea0739a8f39acbbfa9e81610ccb7a751df004d7fde478029e5b9671b8f2e335,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
NDG-025,SRC-0473,StudyNexus-V4.6-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/MANIFEST.md,11a47f1168024ecfc281ce6efe6ffc1980115071b25391ae64d05aa6b5689f97,SAME_SUBJECT_EVOLVED_CONTENT,StudyNexus — Pre-Implementation Baseline v2 Manifest
