source_id,original_path,filename,extension,byte_size,sha256,exact_duplicate_group,near_duplicate_group,document_type,subject,temporal/status_classification,authority_classification,disposition,reconstructed_document_id,superseded_by,duplicate_of,notes
SRC-0011,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/AUTHORITY-HIERARCHY.md,AUTHORITY-HIERARCHY.md,.md,3906,91def91d2341a456b836bc0fe12f32a6e05e1db3efeb487e3fb717bc70c27cda,,,MARKDOWN,"Governance, Authority and Change Control",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-GOV-001,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0012,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/CURRENT-STATE-MAP.md,CURRENT-STATE-MAP.md,.md,2330,cd30b0dd3843f29de8fb4b5c29785e85697ac891531f68827778492ea450f9ee,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0013,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/PACKAGE-SCOPE.md,PACKAGE-SCOPE.md,.md,5664,f1829cd8cce0f4c26831e16f17983a3aa7853890dde31ed0fcbb0f6874e37dcb,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0014,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/README.md,README.md,.md,2846,b3c8e300090199c684899d187fefc514a19fde8eaff96950ff244412e4106935,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0015,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/01-business.md,01-business.md,.md,48139,c0248291bdda23d03f2a592dd036864f15f9c7cdb47bce869fad5dd8198e7e01,EDG-064,NDG-006,MARKDOWN,"Users, Problems and Core Jobs",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-JOURNEY-001,,SRC-0513,Exact byte duplicate of SRC-0513 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md).
SRC-0016,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/02-decisions.md,02-decisions.md,.md,73761,76c0f232402e5e1e5b0cc901c2c8e97abf0b5c53130aa81a907833fb984b38a8,,NDG-007,MARKDOWN,"Historical Domain, DDD and Aggregate Design",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-TECH-002,,,Unique historical source consolidated by subject; original preserved.
SRC-0017,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/03-domain.md,03-domain.md,.md,69029,8d345a616b453b1321e45d2612276751045f554efc22f912a7bd2e23ca9cb7c8,,NDG-008,MARKDOWN,"Historical Domain, DDD and Aggregate Design",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-TECH-002,StudyNexus-Canonical-Product-Discovery-FINAL.md for current product meaning,,Unique historical source consolidated by subject; original preserved.
SRC-0018,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/04-architecture.md,04-architecture.md,.md,55196,1723c4f467d545d5f015b9aea6ed3167a7506c92b9350bcd3fa56ba5d0c6319a,,NDG-009,MARKDOWN,Historical Platform and Application Architecture,HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-TECH-001,,,Unique historical source consolidated by subject; original preserved.
SRC-0019,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/05-implementation.md,05-implementation.md,.md,65545,0ef8b6a5470ecc13f27170c25b10ff3116313017cd504a524c4f80cc8985fe3a,,NDG-023,MARKDOWN,"Historical Data Model, Schema and JSONB",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-DATA-003,,,Unique historical source consolidated by subject; original preserved.
SRC-0020,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/06-data-acquisition.md,06-data-acquisition.md,.md,19614,63fc5811f7f02929560d037de8b36c7202819fbfb330249a3892e1f1e8f95030,,NDG-005,MARKDOWN,"Data Acquisition, Ingestion and Reconciliation",HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-ACQ-001,,,Unique historical source consolidated by subject; original preserved.
SRC-0021,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/README.md,README.md,.md,2275,422afd2c7a59d57609da6b347cb0c33adf4b6506421b46c45d4cdc94c845d858,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0022,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,FIRST-VERTICAL-SLICE-UI.md,.md,55015,a1b3e5dd59e48a7ab173bd3139020be51428c335990f5148fc2fd76dd694e9ba,EDG-051,NDG-019,MARKDOWN,Product Experience and First Vertical Slice,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-003,,SRC-0099,Exact byte duplicate of SRC-0099 (StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md).
SRC-0023,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,FIRST-VERTICAL-SLICE-UX.md,.md,51755,9bab280b9983c6225af616da0de7a8a66a042bdb701b6141466eda8bc33b928b,EDG-050,NDG-020,MARKDOWN,Product Experience and First Vertical Slice,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-003,,SRC-0100,Exact byte duplicate of SRC-0100 (StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md).
SRC-0024,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,PRODUCT-EXPERIENCE-ARCHITECTURE.md,.md,77985,e7cb8c96a4930602c1dcf2a9857e8237908454d3b35105098f2f6163f58a49c9,EDG-077,,MARKDOWN,Search vs Discovery,HISTORICAL,HISTORICAL_SUPPORT,MERGE_INTO_RECONSTRUCTED_DOCUMENT,COR-SEARCH-001,StudyNexus-Canonical-Product-Discovery-FINAL.md for current product meaning,,Unique historical source consolidated by subject; original preserved.
SRC-0025,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,PRODUCT-EXPERIENCE-DISCOVERY.md,.md,63696,c1b7d7aeec13283a87a4104c37d43cd1a686b9bced49dc6fe10f012f30b29d34,EDG-067,NDG-022,MARKDOWN,Search vs Discovery,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-SEARCH-001,,SRC-0102,Exact byte duplicate of SRC-0102 (StudyNexus-Independent-Audit-Package-v4/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md).
SRC-0026,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,IMPLEMENTATION-MODEL-RECONCILIATION.md,.md,30177,6aba954e4be3a969710e8e9d2e353aac8407540c8a3cf878af2df3dbea38e472,EDG-034,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0104,Exact byte duplicate of SRC-0104 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md).
SRC-0027,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,IMPLEMENTATION-PLAN-AUDIT.md,.md,56139,3d91d88d8f5aa4d4a36fa6f3f62c75e351ceb506bce26275cf23150e755b0387,EDG-025,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0105,Exact byte duplicate of SRC-0105 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md).
SRC-0028,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,.md,20088,fc14db8d959ce51fb25283791022a57d768611f18930c9f829a21ce8b5e560ba,EDG-081,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0106,Exact byte duplicate of SRC-0106 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md).
SRC-0029,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,IMPLEMENTATION-PLAN-FINAL-AUDIT.md,.md,17561,59cb79c88cf575fe7f5215a2cd11698d0decda4c24d87f73ca43862a0e3885c4,EDG-028,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0107,Exact byte duplicate of SRC-0107 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md).
SRC-0030,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,.md,10324,fd1c9c52ed274924bca012fda2ea24350c5675d9a2e4c14e69bcf39aafb8a9b9,EDG-082,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0108,Exact byte duplicate of SRC-0108 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md).
SRC-0031,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,IMPLEMENTATION-PLAN.md,.md,90465,cf4fb8d47c8b1018f1a7c6d41b37050c332bf9637722dc9b794285f3f4c501ef,EDG-071,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0109,Exact byte duplicate of SRC-0109 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md).
SRC-0032,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/05-implementation-RECONCILIATION-PROPOSAL.md,05-implementation-RECONCILIATION-PROPOSAL.md,.md,36336,b8c807e714a0229a28b1cc82190226206e2a5dac044997a8bd4ed011f9142bbb,EDG-061,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0103,Exact byte duplicate of SRC-0103 (StudyNexus-Independent-Audit-Package-v4/03-IMPLEMENTATION/05-implementation-RECONCILIATION-PROPOSAL.md).
SRC-0033,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,ADVERSARIAL-DECISION-REVIEW.md,.md,132336,5a62bf40af2041a22ac3f5169e34455dc005ff032aed66ad0b5195fdd304431c,EDG-030,NDG-011,MARKDOWN,"Historical Data Model, Schema and JSONB",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DATA-003,,SRC-0111,Exact byte duplicate of SRC-0111 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md).
SRC-0034,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,BASELINE-RECONCILIATION-AUDIT.md,.md,49857,c52ccbe8b468bb5c76494afdfc52ef81c109d146b1bdd0465231fcfdfa29af1f,EDG-069,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0112,Exact byte duplicate of SRC-0112 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md).
SRC-0035,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,CANONICAL-AMENDMENT-REPORT.md,.md,12695,95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,EDG-047,NDG-012,MARKDOWN,"Governance, Authority and Change Control",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-GOV-001,,SRC-0113,Exact byte duplicate of SRC-0113 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md).
SRC-0036,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,CANONICAL-AUTHORITY-MATRIX.md,.md,9343,5aa306d9f3eafa06f900633c6a1dfdaaf3e8a1d846e005d9d4230c492f7dcad7,EDG-031,,MARKDOWN,"Governance, Authority and Change Control",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-GOV-001,,SRC-0114,Exact byte duplicate of SRC-0114 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md).
SRC-0037,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,CANONICAL-CONSISTENCY-AUDIT.md,.md,20262,0939f0c1a439373453ff4cb26ceecbaf53f3fe65efda48820973acdc758c97a2,EDG-001,NDG-013,MARKDOWN,"Governance, Authority and Change Control",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-GOV-001,,SRC-0115,Exact byte duplicate of SRC-0115 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md).
SRC-0038,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,CANONICAL-UPDATE-REPORT.md,.md,15525,3349b8b317edc674d09dbc14dcc3d05d453c401f6b5408b84a1c0799c032aeea,EDG-021,NDG-014,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0116,Exact byte duplicate of SRC-0116 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md).
SRC-0039,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/DISCOVERY-CLOSURE.md,DISCOVERY-CLOSURE.md,.md,36718,38a7fd221b4773f59b70b868c985d6ae350497f34aae105a91c968d614884cb1,EDG-022,NDG-015,MARKDOWN,Product Definition and Scope Governance,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-PROD-001,,SRC-0117,Exact byte duplicate of SRC-0117 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/DISCOVERY-CLOSURE.md).
SRC-0040,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/external-identifiers-status-vs-validity-hostile-review.md,external-identifiers-status-vs-validity-hostile-review.md,.md,23454,3bf3c053e577a3bd55128f5f8332b4c5b6cf2e2acb1fc95d293c0e14e149ee2b,EDG-024,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0118,Exact byte duplicate of SRC-0118 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/external-identifiers-status-vs-validity.md).
SRC-0041,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,.md,38186,aa4f2cded2f1b917dd23098df63c8db649fa6cfb760f1fb075550706b1b0b45a,EDG-054,,MARKDOWN,Decision and Evolution,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-DEC-001,,SRC-0525,Exact byte duplicate of SRC-0525 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md).
SRC-0042,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,.md,43174,128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,EDG-007,NDG-016,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0121,Exact byte duplicate of SRC-0121 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md).
SRC-0043,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,.md,67039,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,EDG-005,NDG-017,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0122,Exact byte duplicate of SRC-0122 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md).
SRC-0044,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,FOUNDATIONAL-DECISIONS-BRIEF.md,.md,68529,47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,EDG-026,NDG-018,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0123,Exact byte duplicate of SRC-0123 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md).
SRC-0045,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/PRE-IMPLEMENTATION-BASELINE-V1-REPORT.md,PRE-IMPLEMENTATION-BASELINE-V1-REPORT.md,.md,6305,2605abb52242ed2eb90a8a260c7a0aee9f925bd3098b7fa716906963aa01ead1,EDG-015,,MARKDOWN,"Information Quality, Corrections and Community Inputs",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-QUAL-001,,SRC-0007,Exact byte duplicate of SRC-0007 (PRE-IMPLEMENTATION-BASELINE-REPORT.md).
SRC-0046,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/PRODUCT-DISCOVERY-CHALLENGE.md,PRODUCT-DISCOVERY-CHALLENGE.md,.md,60752,167f7c10fe1b72837a6318c791a3d9c1642846648ce4664824473a5a17de688c,EDG-009,,MARKDOWN,Search vs Discovery,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-SEARCH-001,,SRC-0129,Exact byte duplicate of SRC-0129 (StudyNexus-Independent-Audit-Package-v4/05-PRODUCT-STRATEGY/PRODUCT-DISCOVERY-CHALLENGE.md).
SRC-0047,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md,RECONCILIATION-DECISION-AUDIT.md,.md,39718,c0f9a0334d0b2d1ffae96b2410236cc97b4b7faa63c9033be70f51e38135fa1c,EDG-066,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0125,Exact byte duplicate of SRC-0125 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md).
SRC-0048,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md,RECONCILIATION-EXECUTIVE-SUMMARY.md,.md,14231,a1ead90abbac894a14cda279d33f5584abd02d9b30975b8d2deb713ff6012268,EDG-052,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0126,Exact byte duplicate of SRC-0126 (StudyNexus-Independent-Audit-Package-v4/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md).
SRC-0049,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/SECOND-ORDER-ARCHITECTURE-REVIEW.md,SECOND-ORDER-ARCHITECTURE-REVIEW.md,.md,75337,dc2e37f8cdc76a14a61bece90eb68f67e65637af0c9befdbb45d111d6176a6cc,EDG-076,,MARKDOWN,Historical Platform and Application Architecture,DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-TECH-001,,SRC-0529,Exact byte duplicate of SRC-0529 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md).
SRC-0050,StudyNexus-Independent-Audit-Package-v3/05-PRODUCT-STRATEGY/README.md,README.md,.md,2201,defa1cc6f88ce88bfcfc230f91c1d71c8218fd03c62c49e51504c3124a2fd2ec,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0051,StudyNexus-Independent-Audit-Package-v3/06-DATA-ACQUISITION/README.md,README.md,.md,1046,07dc2eb88e6ee016ad6290091986010082659f6db119fc6377e99f08825ae3db,,,MARKDOWN,"Handoff, Manifest and Archive Structure History",ARCHIVE_ONLY,ARCHIVE_REFERENCE,ARCHIVE_ONLY,COR-HIST-003,,,Package/archive scaffolding retained in source ledger and archive-history dossier.
SRC-0052,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/00-documentation-audit-report.md,00-documentation-audit-report.md,.md,39641,5de4bd505d046ac30d4344cf9d99b8249c1f0debd8047e3d4659526bf0a4a21e,EDG-032,,MARKDOWN,"Audits, Remediation and Baseline Evolution",DUPLICATE,DUPLICATE,EXACT_DUPLICATE_OF,COR-HIST-001,,SRC-0482,Exact byte duplicate of SRC-0482 (STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-documentation-audit-report.md).
