unique_content_id,representative_path,duplicate_copy_count,file_classification,semantically_examined,product_relevant_evidence_found,claim_ids_derived,decision_ids_derived,discovery_problem_findings,changed_canonical_conclusion,final_disposition,disposition_reason
91def91d2341a456b836bc0fe12f32a6e05e1db3efeb487e3fb717bc70c27cda,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/AUTHORITY-HIERARCHY.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
cd30b0dd3843f29de8fb4b5c29785e85697ac891531f68827778492ea450f9ee,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/CURRENT-STATE-MAP.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
f1829cd8cce0f4c26831e16f17983a3aa7853890dde31ed0fcbb0f6874e37dcb,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/PACKAGE-SCOPE.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
b3c8e300090199c684899d187fefc514a19fde8eaff96950ff244412e4106935,StudyNexus-Independent-Audit-Package-v3/00-ORIENTATION/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
76c0f232402e5e1e5b0cc901c2c8e97abf0b5c53130aa81a907833fb984b38a8,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/02-decisions.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
8d345a616b453b1321e45d2612276751045f554efc22f912a7bd2e23ca9cb7c8,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/03-domain.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
1723c4f467d545d5f015b9aea6ed3167a7506c92b9350bcd3fa56ba5d0c6319a,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/04-architecture.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
0ef8b6a5470ecc13f27170c25b10ff3116313017cd504a524c4f80cc8985fe3a,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/05-implementation.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
63fc5811f7f02929560d037de8b36c7202819fbfb330249a3892e1f1e8f95030,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/06-data-acquisition.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
422afd2c7a59d57609da6b347cb0c33adf4b6506421b46c45d4cdc94c845d858,StudyNexus-Independent-Audit-Package-v3/01-CANONICAL/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
a1b3e5dd59e48a7ab173bd3139020be51428c335990f5148fc2fd76dd694e9ba,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UI.md,2,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
9bab280b9983c6225af616da0de7a8a66a042bdb701b6141466eda8bc33b928b,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/FIRST-VERTICAL-SLICE-UX.md,2,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
e7cb8c96a4930602c1dcf2a9857e8237908454d3b35105098f2f6163f58a49c9,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-ARCHITECTURE.md,1,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
c1b7d7aeec13283a87a4104c37d43cd1a686b9bced49dc6fe10f012f30b29d34,StudyNexus-Independent-Audit-Package-v3/02-PRODUCT-EXPERIENCE/PRODUCT-EXPERIENCE-DISCOVERY.md,1,PRODUCT EXPERIENCE,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,PRODUCT_EVIDENCE,Product-journey/UX evidence; hypotheses distinguished from validated user evidence.
6aba954e4be3a969710e8e9d2e353aac8407540c8a3cf878af2df3dbea38e472,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-MODEL-RECONCILIATION.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
3d91d88d8f5aa4d4a36fa6f3f62c75e351ceb506bce26275cf23150e755b0387,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-AUDIT.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
fc14db8d959ce51fb25283791022a57d768611f18930c9f829a21ce8b5e560ba,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-CORRECTION-REPORT.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
59cb79c88cf575fe7f5215a2cd11698d0decda4c24d87f73ca43862a0e3885c4,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-AUDIT.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
fd1c9c52ed274924bca012fda2ea24350c5675d9a2e4c14e69bcf39aafb8a9b9,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN-FINAL-CLEANUP-REPORT.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, FUNDING, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
cf4fb8d47c8b1018f1a7c6d41b37050c332bf9637722dc9b794285f3f4c501ef,StudyNexus-Independent-Audit-Package-v3/03-IMPLEMENTATION/IMPLEMENTATION-PLAN.md,1,IMPLEMENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,IMPLEMENTATION_ONLY,"Implementation detail; examined for reversals/blockers and model drift, not used as standalone product discovery."
b8c807e714a0229a28b1cc82190226206e2a5dac044997a8bd4ed011f9142bbb,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/05-implementation-RECONCILIATION-PROPOSAL.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, INTERNATIONAL, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
5a62bf40af2041a22ac3f5169e34455dc005ff032aed66ad0b5195fdd304431c,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/ADVERSARIAL-DECISION-REVIEW.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
c52ccbe8b468bb5c76494afdfc52ef81c109d146b1bdd0465231fcfdfa29af1f,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/BASELINE-RECONCILIATION-AUDIT.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,6,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
5aa306d9f3eafa06f900633c6a1dfdaaf3e8a1d846e005d9d4230c492f7dcad7,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AUTHORITY-MATRIX.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: PRODUCT_IDENTITY, TRUST_PROVENANCE, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
0939f0c1a439373453ff4cb26ceecbaf53f3fe65efda48820973acdc758c97a2,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-CONSISTENCY-AUDIT.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
3349b8b317edc674d09dbc14dcc3d05d453c401f6b5408b84a1c0799c032aeea,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-UPDATE-REPORT.md,2,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
38a7fd221b4773f59b70b868c985d6ae350497f34aae105a91c968d614884cb1,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/DISCOVERY-CLOSURE.md,2,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
3bf3c053e577a3bd55128f5f8332b4c5b6cf2e2acb1fc95d293c0e14e149ee2b,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/external-identifiers-status-vs-validity-hostile-review.md,1,GOVERNANCE/AUDIT,YES,YES,,,,NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,6,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, SEARCH_DISCOVERY_SEO, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,6,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
47ca0be904cdbcb54e536d9c06cb307b5f2a1303f278751f2406223ef37f3c07,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-BRIEF.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
167f7c10fe1b72837a6318c791a3d9c1642846648ce4664824473a5a17de688c,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/PRODUCT-DISCOVERY-CHALLENGE.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
c0f9a0334d0b2d1ffae96b2410236cc97b4b7faa63c9033be70f51e38135fa1c,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-DECISION-AUDIT.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
a1ead90abbac894a14cda279d33f5584abd02d9b30975b8d2deb713ff6012268,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/RECONCILIATION-EXECUTIVE-SUMMARY.md,1,GOVERNANCE/AUDIT,YES,YES,,,"Categories observed: TRUST_PROVENANCE, FUNDING, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION",NO,GOVERNANCE_EVIDENCE,"Examined for decision challenges, supersession, reversals, and embedded product assumptions."
defa1cc6f88ce88bfcfc230f91c1d71c8218fd03c62c49e51504c3124a2fd2ec,StudyNexus-Independent-Audit-Package-v3/05-PRODUCT-STRATEGY/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: PRODUCT_IDENTITY, USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL, RECOGNITION_ACCREDITATION, ENGAGEMENT",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
07dc2eb88e6ee016ad6290091986010082659f6db119fc6377e99f08825ae3db,StudyNexus-Independent-Audit-Package-v3/06-DATA-ACQUISITION/README.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
669b8059531d38761bb9a4308037590090d299f41049e4dfacec6997d74823e6,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
bc1cd7d984976e2f17c0dc0d47dcd12951f0b832045ec4e8b44edd529649d0e5,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-README.md,1,MIXED/HISTORICAL,YES,YES,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
2153a8aa834de3cc41e0fd645a23130470617ff0cee9472dd8ea59960c220c2c,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,6,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
90a8d9c56b174a39caf73c3da62070cb23d99525f8d192f6067fc006dcfbe3db,StudyNexus-Independent-Audit-Package-v3/08-INDEPENDENT-AUDIT-GUIDE/AUDIT-QUESTIONS.md,0,AUDIT GUIDE,YES,NO,,,"Categories observed: TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, CONTENT_NEWS, SEARCH_DISCOVERY_SEO, INTERNATIONAL",NO,METADATA_ONLY,Audit-method material; no independent StudyNexus discovery claim.
3da79be43b33e64fea826d60d9ada8f5e56315305074af9171e5b7022ad0c74e,StudyNexus-Independent-Audit-Package-v3/08-INDEPENDENT-AUDIT-GUIDE/INDEPENDENT-AUDIT-BRIEF.md,0,AUDIT GUIDE,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, ADMISSIONS, FUNDING, EXAMINATIONS, SEARCH_DISCOVERY_SEO, RECOGNITION_ACCREDITATION",NO,METADATA_ONLY,Audit-method material; no independent StudyNexus discovery claim.
b35ecfd796c32a953b94bfad23582182a2a6de224dc86fdabc9460c980c2f3d6,StudyNexus-Independent-Audit-Package-v3/MANIFEST.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, CONTENT_NEWS",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
9a5c98c8915d6856e45152bb6c3b7dc316eced77e506b218944d44f06c3d726e,StudyNexus-Independent-Audit-Package-v3/STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,0,MIXED/HISTORICAL,YES,YES,,,"Categories observed: USERS_JOBS, TRUST_PROVENANCE, CONTENT_NEWS, SEARCH_DISCOVERY_SEO",NO,HISTORICAL_EVIDENCE,Examined for potentially meaningful discovery; disposition reflects mixed historical value.
86e4865108ba0eafa9767e8af1d14618510ad9b7805ca654248685696b96f210,StudyNexus-Independent-Audit-Package-v4/00-ORIENTATION/AUTHORITY-HIERARCHY.md,0,META/ORIENTATION,YES,NO,,,"Categories observed: TRUST_PROVENANCE, SEARCH_DISCOVERY_SEO",NO,METADATA_ONLY,Examined for authority/chronology/coverage; no independent product claim unless linked in ledgers.
